inspection_type,job_ticket_or_work_order_id,job_id,job_progress,bbl,boro_code,block,lot,house_number,street_name,zip_code,latitude,longitude,borough,inspection_date,result,approved_date,location,community_board,council_district,census_tract,bin,nta,x_coord,y_coord
Initial,14235307,PC8664241,1,4006280021,4,00628,0021,28-08,35 STREET,11103,40.766734172928,-73.917105178789,Queens,2026-01-30T11:43:00.000,Rat Activity,2026-02-03T11:49:24.000,"{'latitude': '40.766734172928', 'longitude': '-73.917105178789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,22,6501,4009167,Astoria (Central),,
Initial,14235602,PC8654785,1,2032650001,2,03265,0001,2811,EXTERIOR STREET,10463,40.873787535026,-73.906557344354,Bronx,2026-01-30T11:55:00.000,Rat Activity,2026-02-02T09:57:56.000,"{'latitude': '40.873787535026', 'longitude': '-73.906557344354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,14,283,2092482,Kingsbridge-Marble Hill,1010092,257638
Compliance,14235207,PC8644877,2,1004387502,1,00438,7502,418,EAST   11 STREET,10009,40.729099291144,-73.983388584193,Manhattan,2026-01-30T11:56:00.000,Failed for Other R,2026-02-02T08:33:03.000,"{'latitude': '40.729099291144', 'longitude': '-73.983388584193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,34,1005937,East Village,988854,204910
Treatments,3062432,PC8558792,26,1021010055,1,02101,0055,675,Riverside Drive,10031,40.826809268533,-73.952198877717,Manhattan,2026-01-30T11:59:12.000,Bait applied,2026-02-03T08:33:16.000,"{'latitude': '40.826809268533', 'longitude': '-73.952198877717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1000000,Hamilton Heights-Sugar Hill,,
Compliance,14235094,PC8585880,5,2024260008,2,02426,0008,1124,CLAY AVENUE,10456,40.83025194648,-73.911778867955,Bronx,2026-01-30T12:11:10.000,Rat Activity,2026-02-02T10:07:10.000,"{'latitude': '40.83025194648', 'longitude': '-73.911778867955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,143,2002069,Concourse-Concourse Village,,
Treatments,3062434,PC8558794,29,1021010055,1,02101,0055,675,Riverside Drive,10031,40.826809268533,-73.952198877717,Manhattan,2026-01-30T12:16:14.000,Bait applied,2026-02-03T08:32:46.000,"{'latitude': '40.826809268533', 'longitude': '-73.952198877717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1000000,Hamilton Heights-Sugar Hill,,
Initial,14235109,PC8661849,1,1021790213,1,02179,0213,812,WEST  187 STREET,10033,40.855300816084,-73.937505389794,Manhattan,2026-01-30T12:20:03.000,Failed for Other R,2026-02-02T09:37:56.000,"{'latitude': '40.855300816084', 'longitude': '-73.937505389794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,273,1064356,Washington Heights (North),1001538,250895
Initial,14234468,PC8658375,1,1020500118,1,02050,0118,63,HAMILTON TERRACE,10031,40.823153375003,-73.946221734485,Manhattan,2026-01-30T12:22:00.000,Rat Activity and F,2026-02-02T11:40:47.000,"{'latitude': '40.823153375003', 'longitude': '-73.946221734485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,9,227,1061001,Hamilton Heights-Sugar Hill,999134,239181
Initial,14235415,PC8661314,1,3000450115,3,00045,0115,66,FRONT STREET,11201,40.702519742566,-73.990254978075,Brooklyn,2026-01-30T12:23:21.000,Rat Activity and F,2026-02-02T12:38:45.000,"{'latitude': '40.702519742566', 'longitude': '-73.990254978075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,33,21,3387676,Downtown Brooklyn-DUMBO-Boerum Hill,,
Treatments,3062435,PC8560501,28,1020750001,1,02075,0001,3502,Broadway,10031,40.825269083716,-73.951282216525,Manhattan,2026-01-30T12:35:01.000,Bait applied,2026-02-03T10:40:01.000,"{'latitude': '40.825269083716', 'longitude': '-73.951282216525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061879,Hamilton Heights-Sugar Hill,,
Compliance,14235595,PC8642623,2,1020740001,1,02074,0001,3486,BROADWAY,10031,40.824739510594,-73.951665609844,Manhattan,2026-01-30T12:55:01.000,Rat Activity and F,2026-02-02T11:42:04.000,"{'latitude': '40.824739510594', 'longitude': '-73.951665609844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061843,Hamilton Heights-Sugar Hill,,
Initial,14235603,PC8656168,1,2058011030,2,05801,1030,5991,BROADWAY,10471,40.889987883717,-73.898027751491,Bronx,2026-01-30T13:00:00.000,Rat Activity,2026-02-02T10:16:16.000,"{'latitude': '40.889987883717', 'longitude': '-73.898027751491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,11,285,2084207,Kingsbridge-Marble Hill,1012045,263501
Treatments,3062436,PC8560502,27,1020750001,1,02075,0001,3502,Broadway,10031,40.825269083716,-73.951282216525,Manhattan,2026-01-30T13:00:52.000,Bait applied,2026-02-03T08:32:23.000,"{'latitude': '40.825269083716', 'longitude': '-73.951282216525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061879,Hamilton Heights-Sugar Hill,,
Compliance,14235596,PC8642215,2,1020740061,1,02074,0061,3488,BROADWAY,10031,40.824788900715,-73.95162944134,Manhattan,2026-01-30T13:07:01.000,Rat Activity and F,2026-02-02T11:46:03.000,"{'latitude': '40.824788900715', 'longitude': '-73.95162944134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061873,Hamilton Heights-Sugar Hill,,
Treatments,3062437,PC8560503,24,1020900029,1,02090,0029,3501,Broadway,10031,40.825227935583,-73.95133644586,Manhattan,2026-01-30T13:20:14.000,Bait applied,2026-02-03T08:32:07.000,"{'latitude': '40.825227935583', 'longitude': '-73.95133644586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1062361,Hamilton Heights-Sugar Hill,,
Compliance,14235294,PC8636541,2,2024880031,2,02488,0031,1183,GERARD AVENUE,10452,40.834842123123,-73.920637404727,Bronx,2026-01-30T13:23:26.000,Failed for Other R,2026-02-03T09:25:25.000,"{'latitude': '40.834842123123', 'longitude': '-73.920637404727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,197,2003001,Concourse-Concourse Village,,
Compliance,14235223,PC8650887,2,3032470051,3,03247,0051,239,STOCKHOLM STREET,11237,40.701326412337,-73.920998927377,Brooklyn,2026-01-30T13:25:00.000,Rat Activity,2026-02-03T09:07:21.000,"{'latitude': '40.701326412337', 'longitude': '-73.920998927377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,429,3073897,Bushwick (West),,
Initial,14235101,PC8662136,1,1018740029,1,01874,0029,868,AMSTERDAM AVENUE,10025,40.798162189515,-73.967371020133,Manhattan,2026-01-30T13:30:51.000,Rat Activity and F,2026-02-02T10:55:08.000,"{'latitude': '40.798162189515', 'longitude': '-73.967371020133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,7,191,1079429,Upper West Side-Manhattan Valley,,
Initial,14235598,PC8661822,1,1020620037,1,02062,0037,402,WEST  148 STREET,10031,40.826204457536,-73.943982610113,Manhattan,2026-01-30T13:31:00.000,Rat Activity and F,2026-02-02T11:50:19.000,"{'latitude': '40.826204457536', 'longitude': '-73.943982610113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,9,231,1061455,Hamilton Heights-Sugar Hill,999753,240293
Compliance,14235295,PC8636637,2,2024880041,2,02488,0041,1165,GERARD AVENUE,10452,40.834523863299,-73.920825702419,Bronx,2026-01-30T13:31:26.000,Rat Activity and F,2026-02-03T09:40:09.000,"{'latitude': '40.834523863299', 'longitude': '-73.920825702419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,197,2003003,Concourse-Concourse Village,,
Compliance,14235464,PC8384707,11,1000920013,1,00092,0013,55,ANN STREET,10038,40.710221787905,-74.006676583211,Manhattan,2026-01-30T13:38:06.000,Rat Activity and F,2026-02-02T08:21:41.000,"{'latitude': '40.710221787905', 'longitude': '-74.006676583211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,1,1501,1001271,Financial District-Battery Park City,982399,198032
Compliance,14235619,PC8632190,3,3016070040,3,01607,0040,40,MALCOLM X BOULEVARD,11221,40.692785662177,-73.931030350567,Brooklyn,2026-01-30T13:43:00.000,Rat Activity and F,2026-02-02T16:17:55.000,"{'latitude': '40.692785662177', 'longitude': '-73.931030350567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,289,3043464,Bedford-Stuyvesant (East),1003376,191687
Treatments,3062438,PC8560505,26,1020750061,1,02075,0061,3512,Broadway,10031,40.825510545646,-73.951104987931,Manhattan,2026-01-30T13:46:42.000,Bait applied,2026-02-03T10:38:52.000,"{'latitude': '40.825510545646', 'longitude': '-73.951104987931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061895,Hamilton Heights-Sugar Hill,,
Compliance,14235296,PC8640702,2,2024630001,2,02463,0001,1170,WALTON AVENUE,10452,40.834067693872,-73.920042062362,Bronx,2026-01-30T13:50:26.000,Rat Activity,2026-02-03T09:46:10.000,"{'latitude': '40.834067693872', 'longitude': '-73.920042062362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,197,2002834,Concourse-Concourse Village,1006376,243163
Compliance,14235111,PC8525233,13,1021800160,1,02180,0160,10,OVERLOOK TERRACE,10033,40.852969952474,-73.936437611581,Manhattan,2026-01-30T13:50:41.000,Rat Activity,2026-02-02T09:49:30.000,"{'latitude': '40.852969952474', 'longitude': '-73.936437611581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,271,1064433,Washington Heights (North),1001834,250046
Compliance,14235112,PC8516620,8,1021800092,1,02180,0092,51,BENNETT AVENUE,10033,40.852008977052,-73.935863790788,Manhattan,2026-01-30T14:25:16.000,Rat Activity,2026-02-02T09:53:38.000,"{'latitude': '40.852008977052', 'longitude': '-73.935863790788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,271,1064413,Washington Heights (North),1001993,249696
Initial,14235298,PC8662560,1,2024560240,2,02456,0240,1181,SHERMAN AVENUE,10456,40.833071445637,-73.916317537981,Bronx,2026-01-30T14:37:26.000,Rat Activity,2026-02-03T09:53:01.000,"{'latitude': '40.833071445637', 'longitude': '-73.916317537981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,18102,2098340,Concourse-Concourse Village,1007407,242801
Compliance,14235593,PC8581158,5,1000197501,1,00019,7501,42,TRINITY PLACE,10006,40.70742979227,-74.013193903069,Manhattan,2026-01-30T15:08:06.000,Rat Activity,2026-02-03T07:54:41.000,"{'latitude': '40.70742979227', 'longitude': '-74.013193903069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,1,13,1090972,Financial District-Battery Park City,980592,197015
Initial,14236066,PC8661219,1,3000510012,3,00051,0001,65,WASHINGTON STREET,11201,40.702300105824,-73.989627464703,Brooklyn,2026-02-02T08:09:00.000,Rat Activity,2026-02-03T11:55:46.000,"{'latitude': '40.702300105824', 'longitude': '-73.989627464703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,33,21,3335874,Downtown Brooklyn-DUMBO-Boerum Hill,,
Compliance,14236010,PC8266754,4,3026250030,3,02625,0030,181,NORMAN AVENUE,11222,40.726999487184,-73.947010390873,Brooklyn,2026-02-02T08:25:20.000,Rat Activity,2026-02-03T08:58:22.000,"{'latitude': '40.726999487184', 'longitude': '-73.947010390873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,33,573,3065860,Greenpoint,,
Compliance,14236122,PC8636755,2,3031190026,3,03119,0026,28,COOK STREET,11206,40.702280878677,-73.942922215787,Brooklyn,2026-02-02T08:53:00.000,Rat Activity,2026-02-03T11:02:25.000,"{'latitude': '40.702280878677', 'longitude': '-73.942922215787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,34,491,3071603,East Williamsburg,1000076,195144
Initial,14236076,PC8661327,1,3000530009,3,00053,0009,126,FRONT STREET,11201,40.702437131351,-73.987492341214,Brooklyn,2026-02-02T09:22:00.000,Rat Activity,2026-02-03T11:38:13.000,"{'latitude': '40.702437131351', 'longitude': '-73.987492341214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,33,21,3000135,Downtown Brooklyn-DUMBO-Boerum Hill,,
Treatments,3062449,PC8520542,7,2038990037,2,03899,0037,1475,TAYLOR AVENUE,10460,40.836811826058,-73.866263820784,Bronx,2026-02-02T09:25:13.000,Bait applied,2026-02-03T10:32:39.000,"{'latitude': '40.836811826058', 'longitude': '-73.866263820784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,17,218,2028219,Soundview-Bruckner-Bronx River,1021256,244181
Compliance,14236124,PC8399992,5,3027620003,3,02762,0003,562,LORIMER STREET,11211,40.713757020279,-73.949307928337,Brooklyn,2026-02-02T09:27:00.000,Rat Activity and F,2026-02-03T11:06:31.000,"{'latitude': '40.713757020279', 'longitude': '-73.949307928337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,34,503,3327261,East Williamsburg,998303,199324
Compliance,14235657,PC8548269,9,3052070050,3,05207,0050,621,EAST   21 STREET,11226,40.63881160819,-73.957810841079,Brooklyn,2026-02-02T09:36:27.000,Rat Activity,2026-02-03T11:17:14.000,"{'latitude': '40.63881160819', 'longitude': '-73.957810841079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,40,51601,3000000,Flatbush,,
Compliance,14236125,PC8260951,5,3023310005,3,02331,0005,292,NORTH SEVENTH STREET,11211,40.715194316176,-73.953512925132,Brooklyn,2026-02-02T09:42:00.000,Rat Activity,2026-02-03T11:13:00.000,"{'latitude': '40.715194316176', 'longitude': '-73.953512925132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,34,519,3062138,Williamsburg,997137,199847
Treatments,3062456,PC8595221,5,2039387501,2,03938,7501,1410,PARKCHESTER ROAD,10462,40.835670583101,-73.859833477639,Bronx,2026-02-02T09:43:43.000,Bait applied,2026-02-03T10:32:36.000,"{'latitude': '40.835670583101', 'longitude': '-73.859833477639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,212,2096666,Parkchester,1023036,243768
Compliance,14235658,PC8309428,15,3051610022,3,05161,0022,350,EAST   19 STREET,11226,40.641859339657,-73.960687947217,Brooklyn,2026-02-02T09:53:27.000,Rat Activity,2026-02-03T11:17:51.000,"{'latitude': '40.641859339657', 'longitude': '-73.960687947217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,40,514,3118788,Flatbush,995159,173138
Initial,14235868,PC8654076,1,1020760031,1,02076,0031,1704,AMSTERDAM AVENUE,10031,40.824765338318,-73.947958398868,Manhattan,2026-02-02T09:54:00.000,Rat Activity,2026-02-03T15:13:59.000,"{'latitude': '40.824765338318', 'longitude': '-73.947958398868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061913,Hamilton Heights-Sugar Hill,,
Compliance,14236126,PC8332434,7,3023190017,3,02319,0017,164,BEDFORD AVENUE,11249,40.718302840715,-73.957230033332,Brooklyn,2026-02-02T10:00:00.000,Rat Activity,2026-02-03T11:12:27.000,"{'latitude': '40.718302840715', 'longitude': '-73.957230033332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,33,553,3061921,Williamsburg,996106,200979
Treatments,3062460,PC8518112,4,2039470040,2,03947,0040,2145,STARLING AVENUE,10462,40.83620365935,-73.853706831104,Bronx,2026-02-02T10:12:32.000,Bait applied,2026-02-03T10:32:33.000,"{'latitude': '40.83620365935', 'longitude': '-73.853706831104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,222,2041222,Parkchester,1024731,243965
Compliance,14236127,PC8449226,4,3023140020,3,02314,0020,264,NORTH NINTH STREET,11211,40.716780608413,-73.953060893096,Brooklyn,2026-02-02T10:15:00.000,Rat Activity,2026-02-03T11:05:07.000,"{'latitude': '40.716780608413', 'longitude': '-73.953060893096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,33,519,3061845,Williamsburg,997262,200425
Initial,14236221,PC8652517,1,2043190040,2,04319,0040,2187,HOLLAND AVENUE,10462,40.856013366395,-73.865711738462,Bronx,2026-02-02T10:25:56.000,Rat Activity and F,2026-02-03T10:57:28.000,"{'latitude': '40.856013366395', 'longitude': '-73.865711738462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,13,22403,2049408,Pelham Parkway-Van Nest,1021398,251177
Initial,14235877,PC8654000,1,1020760053,1,02076,0053,532,WEST 145 STREET,10031,40.825654944786,-73.948647840004,Manhattan,2026-02-02T10:28:00.000,Rat Activity,2026-02-03T15:18:51.000,"{'latitude': '40.825654944786', 'longitude': '-73.948647840004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061920,Hamilton Heights-Sugar Hill,,
Treatments,3062481,PC8520241,15,1008820031,1,882,0031,137,EAST 26 STREET,10010,40.741310707099,-73.983111266375,Manhattan,2026-02-02T10:35:23.000,Bait applied,2026-02-03T11:53:49.000,"{'latitude': '40.741310707099', 'longitude': '-73.983111266375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,2,68,1018135,Gramercy,,
Compliance,14235661,PC8431511,12,3051220062,3,05122,0062,201,EAST   18 STREET,11226,40.646169235557,-73.962443924829,Brooklyn,2026-02-02T10:36:27.000,Rat Activity,2026-02-03T11:10:39.000,"{'latitude': '40.646169235557', 'longitude': '-73.962443924829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,40,512,3117606,Flatbush,994672,174698
Treatments,3062458,PC8617500,4,2039387501,2,03938,7501,1949,MCGRAW AVENUE,10462,40.834729165684,-73.859857151404,Bronx,2026-02-02T10:37:30.000,Bait applied,2026-02-03T10:32:35.000,"{'latitude': '40.834729165684', 'longitude': '-73.859857151404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,212,2096668,Parkchester,1023030,243425
Treatments,3062489,PC8640642,3,1009070010,1,00907,0010,213,EAST   26 STREET,10010,40.740407346911,-73.980982389969,Manhattan,2026-02-02T10:47:23.000,Bait applied,2026-02-03T11:50:04.000,"{'latitude': '40.740407346911', 'longitude': '-73.980982389969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,2,66,1077021,Murray Hill-Kips Bay,989520,209030
Initial,14235879,PC8653816,1,1020760061,1,02076,0061,3534,BROADWAY,10031,40.826215722794,-73.950587762032,Manhattan,2026-02-02T10:48:00.000,Rat Activity,2026-02-03T15:20:43.000,"{'latitude': '40.826215722794', 'longitude': '-73.950587762032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061922,Hamilton Heights-Sugar Hill,,
Compliance,14236308,PC8638231,2,2030320007,2,03032,0007,2422,WEBSTER AVENUE,10458,40.859338952589,-73.893556006544,Bronx,2026-02-02T10:50:00.000,Rat Activity and F,2026-02-03T11:11:33.000,"{'latitude': '40.859338952589', 'longitude': '-73.893556006544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,38304,2011220,Belmont,,
