inspection_type,job_ticket_or_work_order_id,job_id,job_progress,bbl,boro_code,block,lot,house_number,street_name,zip_code,x_coord,y_coord,latitude,longitude,borough,inspection_date,result,approved_date,location,community_board,council_district,census_tract,bin,nta
Treatments,3079670,PC8652884,6,2033510022,2,3351,22,3278,HULL AVENUE,10467,1018850,258520,40.876178276814,-73.874884564846,Bronx,2026-06-08T12:15:22.000,Bait applied,2026-06-08T14:12:29.000,"{'latitude': '40.876178276814', 'longitude': '-73.874884564846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,11,42902,2018465,Norwood
Compliance,14317431,PC8685167,2,2042380011,2,4238,11,3104,WILKINSON AVENUE,10461,1031509,249597,40.851628177558,-73.829172216951,Bronx,2026-06-08T12:15:49.000,Failed for Other Reason,2026-06-09T10:54:51.000,"{'latitude': '40.851628177558', 'longitude': '-73.829172216951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,13,300,2047436,Pelham Bay-Country Club-City Island
Initial,14317119,PC8736223,1,,1,323,2,326,DELANCEY STREET,10002,,,40.71542125605,-73.978244393851,Manhattan,2026-06-08T12:16:41.000,Failed for Other Reason,2026-06-09T10:40:27.000,"{'latitude': '40.71542125605', 'longitude': '-73.978244393851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,1002,,Lower East Side
Compliance,14317300,PC8653586,4,3058710045,3,5871,45,276,BAY RIDGE AVENUE,11220,,,40.635865672988,-74.026492709089,Brooklyn,2026-06-08T12:25:39.000,Failed for Rat Activity and Other Reason,2026-06-09T18:21:27.000,"{'latitude': '40.635865672988', 'longitude': '-74.026492709089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,47,68,3145620,Bay Ridge
Treatments,3079634,PC8683008,4,2031020019,2,3102,19,2344,CROTONA AVENUE,10458,,,40.852822107337,-73.884164433007,Bronx,2026-06-08T12:26:49.000,Bait applied,2026-06-08T14:39:09.000,"{'latitude': '40.852822107337', 'longitude': '-73.884164433007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,393,2012830,Belmont
Initial,14316885,PC8731372,1,1019430009,1,1943,9,367,WEST 116 STREET,10026,,,40.805254074445,-73.957340106886,Manhattan,2026-06-08T12:27:00.000,Failed for Rat Activity,2026-06-09T14:07:03.000,"{'latitude': '40.805254074445', 'longitude': '-73.957340106886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,20102,1059003,Harlem (South)
Stoppage,3079732,PC8727933,1,3020980011,3,2098,11,63,ft greene pl,11217,,,40.688157153635,-73.976771333219,Brooklyn,2026-06-08T12:27:00.000,Stoppage done,2026-06-09T10:09:27.000,"{'latitude': '40.688157153635', 'longitude': '-73.976771333219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,35,33,3058751,Fort Greene
Initial,14317072,PC8732397,1,1021310058,1,2131,58,515,WEST  174 STREET,10033,1002301,246710,40.843812577198,-73.934758523358,Manhattan,2026-06-08T12:30:00.000,Failed for Rat Activity,2026-06-09T11:09:18.000,"{'latitude': '40.843812577198', 'longitude': '-73.934758523358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,261,1063175,Washington Heights (South)
Treatments,3079666,PC8609684,7,2033320004,2,3332,4,3038,HULL AVENUE,10467,,,40.871720169065,-73.879394671522,Bronx,2026-06-08T12:30:51.000,Bait applied,2026-06-08T14:14:02.000,"{'latitude': '40.871720169065', 'longitude': '-73.879394671522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,11,425,2017911,Norwood
Initial,14317280,PC8734531,1,4008307501,4,830,7501,21-58,35 STREET,11105,1009747,221887,40.775661373127,-73.907941217357,Queens,2026-06-08T12:31:00.000,Failed for Rat Activity and Other Reason,2026-06-09T09:56:24.000,"{'latitude': '40.775661373127', 'longitude': '-73.907941217357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,22,113,4442355,Astoria (North)-Ditmars-Steinway
Initial,14316671,PC8726011,1,2029820050,2,2982,50,937,EAST  172 STREET,10460,1014964,243079,40.833811345211,-73.889007551459,Bronx,2026-06-08T12:31:15.000,Failed for Rat Activity and Other Reason,2026-06-09T07:57:09.000,"{'latitude': '40.833811345211', 'longitude': '-73.889007551459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,157,2010598,Crotona Park East
Initial,14317115,PC8734078,1,1019660077,1,1966,77,418,WEST  126 STREET,10027,996885,235325,40.812573164269,-73.954355016344,Manhattan,2026-06-08T12:31:44.000,Failed for Other Reason,2026-06-09T15:46:28.000,"{'latitude': '40.812573164269', 'longitude': '-73.954355016344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,20901,1090761,Morningside Heights
Initial,14316888,PC8728566,1,1019430011,1,1943,11,361,WEST 116 STREET,10026,,,40.80519913383,-73.95721732807,Manhattan,2026-06-08T12:41:00.000,Failed for Rat Activity,2026-06-09T14:09:00.000,"{'latitude': '40.80519913383', 'longitude': '-73.95721732807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,20102,1059005,Harlem (South)
Treatments,3079640,PC8669245,4,2030680068,2,3068,68,2004,ARTHUR AVENUE,10457,,,40.847401368649,-73.892765538406,Bronx,2026-06-08T12:41:06.000,Bait applied,2026-06-08T14:37:25.000,"{'latitude': '40.847401368649', 'longitude': '-73.892765538406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,373,2011981,Tremont
Initial,14317301,PC8719284,1,3059080043,3,5908,43,7224,4 AVENUE,11209,977495,169765,40.63263279738,-74.024336943664,Brooklyn,2026-06-08T12:52:39.000,Failed for Rat Activity and Other Reason,2026-06-09T18:22:09.000,"{'latitude': '40.63263279738', 'longitude': '-74.024336943664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,47,66,3147359,Bay Ridge
Treatments,3079643,PC8682815,5,2030800072,2,3080,72,679,EAST 179 STREET,10457,,,40.847025875534,-73.890423973575,Bronx,2026-06-08T12:56:27.000,Bait applied,2026-06-08T14:36:37.000,"{'latitude': '40.847025875534', 'longitude': '-73.890423973575', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,373,2118203,Tremont
Compliance,14317116,PC8611508,9,1019820031,1,1982,31,504,WEST  126 STREET,10027,999781,233650,40.814431987726,-73.95597221916,Manhattan,2026-06-08T12:59:44.000,Failed for Rat Activity,2026-06-09T15:50:14.000,"{'latitude': '40.814431987726', 'longitude': '-73.95597221916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,219,1059703,Manhattanville-West Harlem
Compliance,14316827,PC8685785,2,1000787505,1,78,7505,39,JOHN STREET,10038,981988,197714,40.709348855259,-74.008158958775,Manhattan,2026-06-08T13:00:07.000,Failed for Rat Activity,2026-06-09T12:38:17.000,"{'latitude': '40.709348855259', 'longitude': '-74.008158958775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,1,1502,1001200,Financial District-Battery Park City
Initial,14316726,PC8735249,1,,2,2324,5,000,MORRIS AVENUE,,,,0.00000000000000000000,0.00000000000000000000,Bronx,2026-06-08T13:00:45.000,Failed for Rat Activity and Other Reason,2026-06-09T14:12:20.000,"{'latitude': '0.0', 'longitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
Treatments,3079680,PC8302422,19,3067030035,3,6703,35,855,EAST   19 STREET,11230,995795,168783,40.629932453947,-73.958407311733,Brooklyn,2026-06-08T13:00:47.000,Bait applied,2026-06-09T08:46:14.000,"{'latitude': '40.629932453947', 'longitude': '-73.958407311733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,45,764,3179451,Flatbush (West)-Ditmas Park-Parkville
Initial,14317359,PC8733026,1,2030400013,2,3040,13,458,EAST 187 STREET,10458,,,40.857890962576,-73.891931557551,Bronx,2026-06-08T13:00:55.000,Failed for Rat Activity,2026-06-09T14:48:19.000,"{'latitude': '40.857890962576', 'longitude': '-73.891931557551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,385,2011395,Belmont
Initial,14317420,PC8729877,1,1017280042,1,1728,42,4,WEST 131 STREET,10037,,,40.810414689439,-73.940015013575,Manhattan,2026-06-08T13:01:20.000,Failed for Other Reason,2026-06-09T10:56:06.000,"{'latitude': '40.810414689439', 'longitude': '-73.940015013575', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,208,1081379,Harlem (North)
Initial,14317360,PC8733323,1,2030400012,2,3040,12,456,EAST 187 STREET,10458,,,40.857912964585,-73.891978517412,Bronx,2026-06-08T13:03:55.000,Failed for Rat Activity,2026-06-09T14:48:00.000,"{'latitude': '40.857912964585', 'longitude': '-73.891978517412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,385,2011394,Belmont
Initial,14316895,PC8735254,1,1018550100,1,1855,100,825,AMSTERDAM AVENUE,10025,,,40.796770879911,-73.968364928262,Manhattan,2026-06-08T13:04:13.000,Failed for Rat Activity,2026-06-09T15:00:48.000,"{'latitude': '40.796770879911', 'longitude': '-73.968364928262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,7,189,1000000,Upper West Side-Manhattan Valley
Treatments,3079604,PC8678194,4,3006300018,3,630,18,146,17 STREET,11215,985779,181784,40.665638489782,-73.994506598803,Brooklyn,2026-06-08T13:06:00.000,Bait applied,2026-06-08T13:46:08.000,"{'latitude': '40.665638489782', 'longitude': '-73.994506598803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,38,143,3008941,Sunset Park (West)
Initial,14317216,PC8733481,1,3013270001,3,1327,1,57,LINCOLN ROAD,11225,995314,180097,40.660987517669,-73.960121562388,Brooklyn,2026-06-08T13:10:44.000,Failed for Rat Activity,2026-06-09T09:46:26.000,"{'latitude': '40.660987517669', 'longitude': '-73.960121562388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,40,79801,3340289,Prospect Lefferts Gardens-Wingate
Initial,14317362,PC8733186,1,2030400007,2,3040,7,440,EAST 187 STREET,10458,,,40.858078007821,-73.892361445382,Bronx,2026-06-08T13:10:55.000,Failed for Rat Activity and Other Reason,2026-06-09T14:29:29.000,"{'latitude': '40.858078007821', 'longitude': '-73.892361445382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,385,2000000,Belmont
Treatments,3079644,PC8682618,5,2030800077,2,3080,77,663,OAKLAND PLACE,10457,,,40.847758525757,-73.890220349814,Bronx,2026-06-08T13:11:18.000,Bait applied,2026-06-08T14:36:22.000,"{'latitude': '40.847758525757', 'longitude': '-73.890220349814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,373,2102303,Tremont
Treatments,3079627,PC8547191,8,3007920001,3,792,1,5021,5 AVENUE,11220,981386,174306,40.644928781324,-74.010482496704,Brooklyn,2026-06-08T13:12:20.000,Bait applied,2026-06-08T13:54:26.000,"{'latitude': '40.644928781324', 'longitude': '-74.010482496704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,38,98,3013301,Sunset Park (Central)
Treatments,3079610,PC8576355,9,3008690018,3,869,18,388,PROSPECT AVENUE,11215,988352,180064,40.660902925328,-73.985215009225,Brooklyn,2026-06-08T13:20:00.000,Bait applied,2026-06-08T13:42:42.000,"{'latitude': '40.660902925328', 'longitude': '-73.985215009225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,39,14902,3016510,Windsor Terrace-South Slope
Initial,14317461,PC8725416,1,4103680252,4,10368,252,102-11,189 STREET,11423,1048384,197274,40.70790811859,-73.76867554331,Queens,2026-06-08T13:20:26.000,Failed for Other Reason,2026-06-09T10:11:13.000,"{'latitude': '40.70790811859', 'longitude': '-73.76867554331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,27,404,4220858,St. Albans
Treatments,3079678,PC8598306,8,3067120068,3,6712,68,1430,OCEAN AVENUE,11230,996274,167781,40.627181541757,-73.95668343071,Brooklyn,2026-06-08T13:25:00.000,Bait applied,2026-06-09T13:52:00.000,"{'latitude': '40.627181541757', 'longitude': '-73.95668343071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,44,762,3179804,Midwood
Initial,14317207,PC8736231,1,4003980033,4,398,33,39-22,29 STREET,11101,,,40.753139834307,-73.934829623846,Queens,2026-06-08T13:25:00.000,Failed for Rat Activity,2026-06-09T09:24:52.000,"{'latitude': '40.753139834307', 'longitude': '-73.934829623846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,26,31,4004835,Queensbridge-Ravenswood-Dutch Kills
Initial,14317319,PC8730637,1,2023480001,2,2348,1,137,EAST 150 STREET,10451,,,40.81973430389,-73.927801954612,Bronx,2026-06-08T13:25:56.000,Failed for Other Reason,2026-06-09T10:54:42.000,"{'latitude': '40.81973430389', 'longitude': '-73.927801954612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,8,6301,2001063,Concourse-Concourse Village
Treatments,3079646,PC8670809,8,2030910095,2,3091,95,693,EAST 189 STREET,10458,,,40.856128808217,-73.883468194259,Bronx,2026-06-08T13:26:31.000,Bait applied,2026-06-08T14:35:44.000,"{'latitude': '40.856128808217', 'longitude': '-73.883468194259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,389,2012604,Belmont
Treatments,3079628,PC8356083,13,3007920019,3,792,19,542,50 STREET,11220,981659,174086,40.644495205048,-74.009336532065,Brooklyn,2026-06-08T13:29:16.000,Bait applied,2026-06-08T13:53:22.000,"{'latitude': '40.644495205048', 'longitude': '-74.009336532065', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,38,98,3013315,Sunset Park (Central)
Treatments,3079676,PC8386187,16,3067120086,3,6712,86,1464,OCEAN AVENUE,11230,996307,167561,40.626577644434,-73.956564942432,Brooklyn,2026-06-08T13:35:00.000,Bait applied,2026-06-09T13:51:53.000,"{'latitude': '40.626577644434', 'longitude': '-73.956564942432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,44,762,3179812,Midwood
Initial,14317318,PC8730264,1,2023480035,2,2348,35,139,EAST 150 STREET,10451,,,40.819720548378,-73.927751387966,Bronx,2026-06-08T13:35:56.000,Failed for Other Reason,2026-06-09T10:55:12.000,"{'latitude': '40.819720548378', 'longitude': '-73.927751387966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,8,6301,2001074,Concourse-Concourse Village
Treatments,3079647,PC8606824,12,2031020062,2,3102,62,743,EAST 183 STREET,10458,,,40.851636504105,-73.884285791322,Bronx,2026-06-08T13:41:16.000,Bait applied,2026-06-08T14:35:22.000,"{'latitude': '40.851636504105', 'longitude': '-73.884285791322', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,393,2012853,Belmont
Initial,14317316,PC8731323,1,2023480015,2,2348,15,150,EAST 151 STREET,10451,,,40.821224559686,-73.927579935155,Bronx,2026-06-08T13:45:46.000,Failed for Rat Activity,2026-06-09T10:59:43.000,"{'latitude': '40.821224559686', 'longitude': '-73.927579935155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,8,6301,2120119,Concourse-Concourse Village
Treatments,3079658,PC8357942,11,3007920020,3,792,20,544,50 STREET,11220,981668,174079,40.644475994219,-74.009304098349,Brooklyn,2026-06-08T13:47:46.000,Bait applied,2026-06-08T13:56:12.000,"{'latitude': '40.644475994219', 'longitude': '-74.009304098349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,38,98,3013316,Sunset Park (Central)
Treatments,3079602,PC8622790,6,3004410034,3,441,34,234,4 AVENUE,11215,,,40.677066653882,-73.983289832893,Brooklyn,2026-06-08T13:52:00.000,Bait applied,2026-06-08T13:47:45.000,"{'latitude': '40.677066653882', 'longitude': '-73.983289832893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,39,11901,3007374,Carroll Gardens-Cobble Hill-Gowanus-Red Hook
Initial,14317463,PC8735263,1,4104930069,4,10493,69,88-20,199 STREET,11423,1049867,201258,40.718832322338,-73.763287566309,Queens,2026-06-08T14:50:26.000,Failed for Other Reason,2026-06-09T10:09:08.000,"{'latitude': '40.718832322338', 'longitude': '-73.763287566309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,23,47802,4223455,Hollis
Treatments,3079815,PC8684973,3,1007640075,1,764,75,92,8 AVENUE,10011,,,40.740134425233,-74.002226530749,Manhattan,2026-06-09T09:30:16.000,Bait applied,2026-06-09T14:40:31.000,"{'latitude': '40.740134425233', 'longitude': '-74.002226530749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,81,1000000,Chelsea-Hudson Yards
Treatments,3079816,PC8685060,3,1007667502,1,766,7502,124,8 AVENUE,10011,,,40.741199405728,-74.001450696472,Manhattan,2026-06-09T09:46:38.000,Bait applied,2026-06-09T14:40:54.000,"{'latitude': '40.741199405728', 'longitude': '-74.001450696472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,81,1076135,Chelsea-Hudson Yards
Initial,14317532,PC8732578,1,2030360051,2,3036,51,2041,WASHINGTON AVENUE,10457,,,40.85023989478,-73.896267144326,Bronx,2026-06-09T09:59:00.000,Failed for Other Reason,2026-06-09T15:22:01.000,"{'latitude': '40.85023989478', 'longitude': '-73.896267144326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,395,2011285,Tremont
Treatments,3079817,PC8680288,3,1007920070,1,792,70,113,7 AVENUE,10011,,,40.740312845052,-73.998383325029,Manhattan,2026-06-09T10:06:15.000,Bait applied,2026-06-09T14:46:51.000,"{'latitude': '40.740312845052', 'longitude': '-73.998383325029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,81,1080576,Chelsea-Hudson Yards
Treatments,3079818,PC8680258,3,1007910078,1,791,78,91,7 AVENUE,10011,,,40.739596468036,-73.998906591007,Manhattan,2026-06-09T10:24:26.000,Bait applied,2026-06-09T14:49:37.000,"{'latitude': '40.739596468036', 'longitude': '-73.998906591007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,81,1014571,Chelsea-Hudson Yards
Treatments,3079820,PC8685017,3,1007650021,1,765,21,227,WEST 15 STREET,10011,,,40.739645878912,-74.000129910076,Manhattan,2026-06-09T10:42:21.000,Bait applied,2026-06-09T14:53:32.000,"{'latitude': '40.739645878912', 'longitude': '-74.000129910076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,81,1013769,Chelsea-Hudson Yards
Treatments,3079800,PC8681075,4,3017750062,3,1775,62,717,DEKALB AVENUE,11216,,,40.691844613031,-73.947319706718,Brooklyn,2026-06-09T10:51:11.000,Monitoring visit,2026-06-09T13:45:39.000,"{'latitude': '40.691844613031', 'longitude': '-73.947319706718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,261,3049514,Bedford-Stuyvesant (West)
Treatments,3079796,PC8695211,5,3016030129,3,1603,129,1064,DEKALB AVENUE,11221,,,40.693568593557,-73.932154644148,Brooklyn,2026-06-09T11:05:22.000,Bait applied,2026-06-09T13:49:13.000,"{'latitude': '40.693568593557', 'longitude': '-73.932154644148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,289,3335616,Bedford-Stuyvesant (East)
Treatments,3079795,PC8702030,4,3032350051,3,3235,51,1411,DEKALB AVENUE,11237,1005476,194326,40.700024307534,-73.923449263836,Brooklyn,2026-06-09T11:22:22.000,Bait applied,2026-06-09T13:50:21.000,"{'latitude': '40.700024307534', 'longitude': '-73.923449263836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,429,3073581,Bushwick (West)
Treatments,3079799,PC8671961,6,3032350042,3,3235,42,1433,DEKALB AVENUE,11237,1005564,194444,40.700347978119,-73.923131520572,Brooklyn,2026-06-09T11:35:01.000,Monitoring visit,2026-06-09T13:46:32.000,"{'latitude': '40.700347978119', 'longitude': '-73.923131520572', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,429,3423703,Bushwick (West)
Treatments,3079798,PC8650577,7,3032480018,3,3248,18,1580,DEKALB AVENUE,11237,,,40.703441982581,-73.920062288956,Brooklyn,2026-06-09T13:02:11.000,Bait applied,2026-06-09T13:47:07.000,"{'latitude': '40.703441982581', 'longitude': '-73.920062288956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,445,3000000,Bushwick (West)
Treatments,3079803,PC8692286,3,3054280031,3,5428,31,250,PARKVILLE AVENUE,11230,992613,169396,40.631618595121,-73.969870206325,Brooklyn,2026-06-09T13:50:54.000,Bait applied,2026-06-09T14:10:33.000,"{'latitude': '40.631618595121', 'longitude': '-73.969870206325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,45,482,3128143,Flatbush (West)-Ditmas Park-Parkville
Treatments,3079804,PC8678167,3,3067030067,3,6703,67,1360,OCEAN AVENUE,11230,996182,168416,40.628990482694,-73.957024499808,Brooklyn,2026-06-09T14:10:54.000,Bait applied,2026-06-09T14:11:27.000,"{'latitude': '40.628990482694', 'longitude': '-73.957024499808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,45,764,3179458,Flatbush (West)-Ditmas Park-Parkville
